x.,date,warehouse,itemcode,item.description,qty
25,2010-03-11T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
26,2010-03-10T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
27,2010-03-09T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
28,2010-03-08T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
29,2010-03-07T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
30,2010-03-06T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
31,2010-03-05T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
32,2010-03-04T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
33,2010-03-03T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
34,2010-03-02T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
35,2010-03-01T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
36,2010-02-28T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
37,2010-02-27T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
1,2010-02-26T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
2,2010-02-25T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
3,2010-02-24T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
4,2010-02-23T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
5,2010-02-22T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
6,2010-02-21T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
7,2010-02-20T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
8,2010-02-19T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
9,2010-02-18T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
10,2010-02-17T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
11,2010-02-16T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
12,2010-02-15T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
13,2010-02-14T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
14,2010-02-13T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
15,2010-02-12T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
16,2010-02-11T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
17,2010-02-10T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
18,2010-02-09T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
19,2010-02-08T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
20,2010-02-07T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
21,2010-02-06T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
22,2010-02-05T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
23,2010-02-04T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
24,2010-02-03T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
25,2010-02-02T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
26,2010-02-01T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
27,2010-01-31T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
28,2010-01-30T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
29,2010-01-29T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
30,2010-01-28T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
31,2010-01-27T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
32,2010-01-26T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
33,2010-01-25T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
34,2010-01-24T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
35,2010-01-23T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
36,2010-01-22T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
37,2010-01-21T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
1,2010-01-20T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
2,2010-01-19T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
3,2010-01-18T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
4,2010-01-17T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
5,2010-01-16T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
6,2010-01-15T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
7,2010-01-14T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
8,2010-01-13T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
9,2010-01-12T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
10,2010-01-11T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
11,2010-01-10T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
12,2010-01-09T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
13,2010-01-08T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
14,2010-01-07T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
15,2010-01-06T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
16,2010-01-05T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
17,2010-01-04T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
18,2010-01-03T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
19,2010-01-02T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
20,2010-01-01T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
21,2009-12-31T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
22,2009-12-30T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
23,2009-12-29T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
24,2009-12-28T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
25,2009-12-27T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
26,2009-12-26T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
27,2009-12-25T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
28,2009-12-24T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
29,2009-12-23T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",3
30,2009-12-22T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
31,2009-12-21T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
32,2009-12-20T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",2
33,2009-12-19T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
34,2009-12-18T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",1
35,2009-12-17T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
36,2009-12-16T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",5
37,2009-12-15T00:00:00Z,Warehouse-1,SKU-1738,"Grain, BioWheat - Barley (12.5kg) UNIT",4
NA,2020-08-03T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",116
NA,2020-08-02T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",36
NA,2020-08-01T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",32
NA,2020-07-31T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",91
NA,2020-07-30T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",38
NA,2020-07-29T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",3
NA,2020-07-28T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",167
NA,2020-07-27T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",72
NA,2020-07-26T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",103
NA,2020-07-25T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",139
NA,2020-07-24T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",151
NA,2020-07-23T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",1
NA,2020-07-22T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",184
NA,2020-07-21T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",192
NA,2020-07-20T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",45
NA,2020-07-19T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",169
NA,2020-07-18T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",124
NA,2020-07-17T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",185
NA,2020-07-16T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",162
NA,2020-07-15T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",135
NA,2020-07-14T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",30
NA,2020-07-13T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",7
NA,2020-07-12T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",132
NA,2020-07-11T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",190
NA,2020-07-10T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",62
NA,2020-07-09T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",36
NA,2020-07-08T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",195
NA,2020-07-07T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",157
NA,2020-07-06T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",29
NA,2020-07-05T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",148
NA,2020-07-04T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",54
NA,2020-07-03T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",106
NA,2020-07-02T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",52
NA,2020-07-01T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",100
NA,2020-06-30T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",130
NA,2020-06-29T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",125
NA,2020-06-28T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",89
NA,2020-06-27T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",2
NA,2020-06-26T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",118
NA,2020-06-25T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",10
NA,2020-06-24T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",112
NA,2020-06-23T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",13
NA,2020-06-22T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",32
NA,2020-06-21T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",160
NA,2020-06-20T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",135
NA,2020-06-19T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",175
NA,2020-06-18T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",111
NA,2020-06-17T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",134
NA,2020-06-16T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",81
NA,2020-06-15T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",172
NA,2020-06-14T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",109
NA,2020-06-13T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",109
NA,2020-06-12T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",59
NA,2020-06-11T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",29
NA,2020-06-10T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",157
NA,2020-06-09T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",31
NA,2020-06-08T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",191
NA,2020-06-07T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",176
NA,2020-06-06T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",7
NA,2020-06-05T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",162
NA,2020-06-04T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",134
NA,2020-06-03T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",49
NA,2020-06-02T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",28
NA,2020-06-01T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",173
NA,2020-05-31T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",7
NA,2020-05-30T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",165
NA,2020-05-29T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",96
NA,2020-05-28T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",174
NA,2020-05-27T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",1
NA,2020-05-26T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",100
NA,2020-05-25T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",118
NA,2020-05-24T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",142
NA,2020-05-23T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",179
NA,2020-05-22T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",35
NA,2020-05-21T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",3
NA,2020-05-20T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",195
NA,2020-05-19T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",14
NA,2020-05-18T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",62
NA,2020-05-17T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",36
NA,2020-05-16T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",168
NA,2020-05-15T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",58
NA,2020-05-14T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",103
NA,2020-05-13T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",165
NA,2020-05-12T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",1
NA,2020-05-11T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",128
NA,2020-05-10T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",154
NA,2020-05-09T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",30
NA,2020-05-08T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",18
NA,2020-05-07T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",134
NA,2020-05-06T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",114
NA,2020-05-05T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",88
NA,2020-05-04T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",157
NA,2020-05-03T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",58
NA,2020-05-02T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",62
NA,2020-05-01T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",82
NA,2020-04-30T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",81
NA,2020-04-29T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",58
NA,2020-04-28T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",173
NA,2020-04-27T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",116
NA,2020-04-26T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",90
NA,2020-04-25T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",182
NA,2020-04-24T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",153
NA,2020-04-23T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",110
NA,2020-04-22T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",181
NA,2020-04-21T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",115
NA,2020-04-20T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",36
NA,2020-04-19T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",130
NA,2020-04-18T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",162
NA,2020-04-17T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",61
NA,2020-04-16T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",58
NA,2020-04-15T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",26
NA,2020-04-14T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",133
NA,2020-04-13T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",96
NA,2020-04-12T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",124
NA,2020-04-11T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",24
NA,2020-04-10T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",99
NA,2020-04-09T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",144
NA,2020-04-08T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",131
NA,2020-04-07T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",19
NA,2020-04-06T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",1
NA,2020-04-05T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",32
NA,2020-04-04T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",162
NA,2020-04-03T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",98
NA,2020-04-02T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",52
NA,2020-04-01T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",119
NA,2020-03-31T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",42
NA,2020-03-30T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",104
NA,2020-03-29T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",18
NA,2020-03-28T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",73
NA,2020-03-27T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",172
NA,2020-03-26T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",69
NA,2020-03-25T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",131
NA,2020-03-24T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",82
NA,2020-03-23T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",117
NA,2020-03-22T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",163
NA,2020-03-21T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",84
NA,2020-03-20T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",120
NA,2020-03-19T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",32
NA,2020-03-18T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",58
NA,2020-03-17T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",74
NA,2020-03-16T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",177
NA,2020-03-15T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",6
NA,2020-03-14T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",49
NA,2020-03-13T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",62
NA,2020-03-12T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",1
NA,2020-03-11T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",119
NA,2020-03-10T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",9
NA,2020-03-09T00:00:00Z,Warehouse-1,SKU-1739,"Grain, BioWheat - Barley (1kg) UNIT",120
